	Sample Name	Sample ID	Sample Type	File Name	Analyte Peak Area (counts)	Analyte Peak Height (cps)	Analyte Concentration (ng/mL)	Standard Query Status	Use Record	Record Modified	Calculated Concentration (ng/mL)	Accuracy (%)
155	SAMPL5_045	PBS-K02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	6.54e+006	3.24e+006	N/A	N/A		0	0.00	N/A
156	SAMPL5_045	PBS-K02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	3.88e+006	1.92e+006	N/A	N/A		0	0.00	N/A
157	SAMPL5_046	CHX-B03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	5.67e+002	2.26e+002	N/A	N/A		0	0.00	N/A
158	SAMPL5_046	CHX-B03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	4.06e+002	1.51e+002	N/A	N/A		0	0.00	N/A
159	SAMPL5_046	CHX-B03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.34e+002	1.21e+002	N/A	N/A		0	0.00	N/A
160	SAMPL5_046	CHX-J03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.74e+002	1.49e+002	N/A	N/A		0	0.00	N/A
161	SAMPL5_046	CHX-J03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.40e+002	1.59e+002	N/A	N/A		0	0.00	N/A
162	SAMPL5_046	CHX-J03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.54e+002	9.82e+001	N/A	N/A		0	0.00	N/A
163	SAMPL5_046	PBS-B03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	5.31e+003	2.60e+003	N/A	N/A		0	0.00	N/A
164	SAMPL5_046	PBS-B03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	4.30e+003	2.17e+003	N/A	N/A		0	0.00	N/A
165	SAMPL5_046	PBS-B03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.88e+003	1.45e+003	N/A	N/A		0	0.00	N/A
166	SAMPL5_046	PBS-J03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	4.52e+003	2.15e+003	N/A	N/A		0	0.00	N/A
167	SAMPL5_046	PBS-J03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	4.48e+003	2.22e+003	N/A	N/A		0	0.00	N/A
168	SAMPL5_046	PBS-J03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	2.58e+003	1.25e+003	N/A	N/A		0	0.00	N/A
169	SAMPL5_047	CHX-F04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.19e+002	5.70e+001	N/A	N/A		0	0.00	N/A
170	SAMPL5_047	CHX-F04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	9.10e+001	4.76e+001	N/A	N/A		0	0.00	N/A
171	SAMPL5_047	CHX-F04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	5.77e+001	3.19e+001	N/A	N/A		0	0.00	N/A
172	SAMPL5_047	CHX-N04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.46e+002	7.69e+001	N/A	N/A		0	0.00	N/A
173	SAMPL5_047	CHX-N04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.39e+002	9.90e+001	N/A	N/A		0	0.00	N/A
174	SAMPL5_047	CHX-N04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	7.70e+001	3.48e+001	N/A	N/A		0	0.00	N/A
175	SAMPL5_047	PBS-F04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	7.09e+003	3.54e+003	N/A	N/A		0	0.00	N/A
176	SAMPL5_047	PBS-F04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	4.75e+003	2.51e+003	N/A	N/A		0	0.00	N/A
177	SAMPL5_047	PBS-F04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.82e+003	1.42e+003	N/A	N/A		0	0.00	N/A
178	SAMPL5_047	PBS-N04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	6.54e+003	3.19e+003	N/A	N/A		0	0.00	N/A
179	SAMPL5_047	PBS-N04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	5.09e+003	2.57e+003	N/A	N/A		0	0.00	N/A
180	SAMPL5_047	PBS-N04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	3.16e+003	1.62e+003	N/A	N/A		0	0.00	N/A
181	SAMPL5_048	CHX-C04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.96e+004	8.92e+003	N/A	N/A		0	0.00	N/A
182	SAMPL5_048	CHX-C04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.85e+004	8.74e+003	N/A	N/A		0	0.00	N/A
183	SAMPL5_048	CHX-C04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.11e+004	5.10e+003	N/A	N/A		0	0.00	N/A
184	SAMPL5_048	CHX-K04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.56e+004	1.21e+004	N/A	N/A		0	0.00	N/A
185	SAMPL5_048	CHX-K04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	2.20e+004	1.07e+004	N/A	N/A		0	0.00	N/A
186	SAMPL5_048	CHX-K04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.69e+004	7.18e+003	N/A	N/A		0	0.00	N/A
187	SAMPL5_048	PBS-C04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	8.17e+004	3.99e+004	N/A	N/A		0	0.00	N/A
188	SAMPL5_048	PBS-C04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	2.84e+004	1.29e+004	N/A	N/A		0	0.00	N/A
189	SAMPL5_048	PBS-C04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.62e+004	7.82e+003	N/A	N/A		0	0.00	N/A
190	SAMPL5_048	PBS-K04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	7.55e+004	3.44e+004	N/A	N/A		0	0.00	N/A
191	SAMPL5_048	PBS-K04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.76e+004	1.71e+004	N/A	N/A		0	0.00	N/A
192	SAMPL5_048	PBS-K04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.81e+004	8.36e+003	N/A	N/A		0	0.00	N/A
193	SAMPL5_053	CHX-D02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	4.02e+002	1.25e+002	N/A	N/A		0	0.00	N/A
194	SAMPL5_053	CHX-D02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	2.71e+002	1.33e+002	N/A	N/A		0	0.00	N/A
195	SAMPL5_053	CHX-D02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.23e+002	7.01e+001	N/A	N/A		0	0.00	N/A
196	SAMPL5_053	CHX-L02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	3.75e+002	1.39e+002	N/A	N/A		0	0.00	N/A
197	SAMPL5_053	CHX-L02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	2.71e+002	1.24e+002	N/A	N/A		0	0.00	N/A
198	SAMPL5_053	CHX-L02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.56e+002	8.01e+001	N/A	N/A		0	0.00	N/A
199	SAMPL5_053	PBS-D02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.14e+006	6.03e+005	N/A	N/A		0	0.00	N/A
200	SAMPL5_053	PBS-D02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	8.41e+005	4.28e+005	N/A	N/A		0	0.00	N/A
201	SAMPL5_053	PBS-D02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	5.58e+005	3.06e+005	N/A	N/A		0	0.00	N/A
202	SAMPL5_053	PBS-L02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.19e+006	6.01e+005	N/A	N/A		0	0.00	N/A
203	SAMPL5_053	PBS-L02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	7.90e+005	4.25e+005	N/A	N/A		0	0.00	N/A
204	SAMPL5_053	PBS-L02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.51e+005	2.94e+005	N/A	N/A		0	0.00	N/A
205	SAMPL5_021	CHX-E02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	2.80e+005	1.31e+005	N/A	N/A		0	0.00	N/A
206	SAMPL5_021	CHX-E02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.98e+005	9.15e+004	N/A	N/A		0	0.00	N/A
207	SAMPL5_021	CHX-E02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.47e+005	6.89e+004	N/A	N/A		0	0.00	N/A
208	SAMPL5_021	CHX-M02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.74e+005	1.28e+005	N/A	N/A		0	0.00	N/A
209	SAMPL5_021	CHX-M02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.97e+005	9.47e+004	N/A	N/A		0	0.00	N/A
210	SAMPL5_021	CHX-M02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.44e+005	6.89e+004	N/A	N/A		0	0.00	N/A
211	SAMPL5_021	PBS-E02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	4.23e+005	2.00e+005	N/A	N/A		0	0.00	N/A
212	SAMPL5_021	PBS-E02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	2.56e+005	1.21e+005	N/A	N/A		0	0.00	N/A
213	SAMPL5_021	PBS-E02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.54e+005	7.17e+004	N/A	N/A		0	0.00	N/A
214	SAMPL5_021	PBS-M02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	4.47e+005	2.05e+005	N/A	N/A		0	0.00	N/A
215	SAMPL5_021	PBS-M02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	2.98e+005	1.41e+005	N/A	N/A		0	0.00	N/A
216	SAMPL5_021	PBS-M02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.60e+005	8.03e+004	N/A	N/A		0	0.00	N/A
217	SAMPL5_023	CHX-D03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	2.04e+001	9.91e+000	N/A	N/A		1	0.00	N/A
218	SAMPL5_023	CHX-D03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.78e+001	1.66e+001	N/A	N/A		1	0.00	N/A
219	SAMPL5_023	CHX-D03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.62e+001	1.32e+001	N/A	N/A		1	0.00	N/A
220	SAMPL5_023	CHX-L03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	3.50e+001	1.67e+001	N/A	N/A		1	0.00	N/A
221	SAMPL5_023	CHX-L03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	2.11e+001	6.52e+000	N/A	N/A		1	0.00	N/A
222	SAMPL5_023	CHX-L03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	2.53e+001	9.92e+000	N/A	N/A		1	0.00	N/A
223	SAMPL5_023	PBS-D03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.18e+006	5.47e+005	N/A	N/A		0	0.00	N/A
224	SAMPL5_023	PBS-D03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	8.73e+005	4.18e+005	N/A	N/A		0	0.00	N/A
225	SAMPL5_023	PBS-D03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	5.26e+005	2.58e+005	N/A	N/A		0	0.00	N/A
226	SAMPL5_023	PBS-L03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.27e+006	5.98e+005	N/A	N/A		0	0.00	N/A
227	SAMPL5_023	PBS-L03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	8.85e+005	4.28e+005	N/A	N/A		0	0.00	N/A
228	SAMPL5_023	PBS-L03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.33e+005	2.57e+005	N/A	N/A		0	0.00	N/A
229	SAMPL5_057	CHX-A02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.00e+002	5.71e+001	N/A	N/A		0	0.00	N/A
230	SAMPL5_057	CHX-A02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	8.55e+001	4.68e+001	N/A	N/A		0	0.00	N/A
231	SAMPL5_057	CHX-A02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	8.65e+001	4.27e+001	N/A	N/A		0	0.00	N/A
232	SAMPL5_057	CHX-I02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.08e+002	7.15e+001	N/A	N/A		0	0.00	N/A
233	SAMPL5_057	CHX-I02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.26e+002	6.55e+001	N/A	N/A		0	0.00	N/A
234	SAMPL5_057	CHX-I02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.95e+002	6.70e+001	N/A	N/A		0	0.00	N/A
235	SAMPL5_057	PBS-A02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	6.77e+003	4.00e+003	N/A	N/A		0	0.00	N/A
236	SAMPL5_057	PBS-A02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	6.25e+003	3.72e+003	N/A	N/A		0	0.00	N/A
237	SAMPL5_057	PBS-A02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.27e+003	2.65e+003	N/A	N/A		0	0.00	N/A
238	SAMPL5_057	PBS-I02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	6.06e+003	3.72e+003	N/A	N/A		0	0.00	N/A
239	SAMPL5_057	PBS-I02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	5.24e+003	3.08e+003	N/A	N/A		0	0.00	N/A
240	SAMPL5_057	PBS-I02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	4.14e+003	2.47e+003	N/A	N/A		0	0.00	N/A
241	SAMPL5_059	CHX-G02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	2.25e+004	1.13e+004	N/A	N/A		0	0.00	N/A
242	SAMPL5_059	CHX-G02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.61e+004	7.71e+003	N/A	N/A		0	0.00	N/A
243	SAMPL5_059	CHX-G02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.16e+004	5.51e+003	N/A	N/A		0	0.00	N/A
244	SAMPL5_059	CHX-O02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.53e+004	1.25e+004	N/A	N/A		0	0.00	N/A
245	SAMPL5_059	CHX-O02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.84e+004	8.40e+003	N/A	N/A		0	0.00	N/A
246	SAMPL5_059	CHX-O02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.06e+004	5.15e+003	N/A	N/A		0	0.00	N/A
247	SAMPL5_059	PBS-G02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	9.82e+006	4.20e+006	N/A	N/A		0	0.00	N/A
248	SAMPL5_059	PBS-G02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	7.20e+006	3.19e+006	N/A	N/A		0	0.00	N/A
249	SAMPL5_059	PBS-G02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	5.49e+006	2.49e+006	N/A	N/A		0	0.00	N/A
250	SAMPL5_059	PBS-O02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	9.65e+006	3.98e+006	N/A	N/A		0	0.00	N/A
251	SAMPL5_059	PBS-O02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	7.54e+006	3.33e+006	N/A	N/A		0	0.00	N/A
252	SAMPL5_059	PBS-O02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	4.92e+006	2.22e+006	N/A	N/A		0	0.00	N/A
253	SAMPL5_035	CHX-C01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	9.47e+000	1.52e+001	N/A	N/A		0	0.00	N/A
254	SAMPL5_035	CHX-C01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	7.71e+000	1.08e+001	N/A	N/A		0	0.00	N/A
255	SAMPL5_035	CHX-C01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.45e+001	2.62e+001	N/A	N/A		0	0.00	N/A
256	SAMPL5_035	CHX-K01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.64e+002	1.09e+002	N/A	N/A		0	0.00	N/A
257	SAMPL5_035	CHX-K01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.26e+001	1.82e+001	N/A	N/A		0	0.00	N/A
258	SAMPL5_035	CHX-K01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.98e+001	1.94e+001	N/A	N/A		0	0.00	N/A
259	SAMPL5_035	PBS-C01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	3.41e+002	1.45e+002	N/A	N/A		0	0.00	N/A
260	SAMPL5_035	PBS-C01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.16e+002	6.48e+001	N/A	N/A		0	0.00	N/A
261	SAMPL5_035	PBS-C01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.11e+002	6.95e+001	N/A	N/A		0	0.00	N/A
262	SAMPL5_035	PBS-K01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.40e+002	1.22e+002	N/A	N/A		0	0.00	N/A
263	SAMPL5_035	PBS-K01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	9.00e+001	6.34e+001	N/A	N/A		0	0.00	N/A
264	SAMPL5_035	PBS-K01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	7.77e+001	9.09e+001	N/A	N/A		0	0.00	N/A
265	SAMPL5_002	CHX-A03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	4.25e+005	2.19e+005	N/A	N/A		0	0.00	N/A
266	SAMPL5_002	CHX-A03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.58e+005	1.85e+005	N/A	N/A		0	0.00	N/A
267	SAMPL5_002	CHX-A03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.04e+005	1.03e+005	N/A	N/A		0	0.00	N/A
268	SAMPL5_002	CHX-I03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	3.83e+005	1.95e+005	N/A	N/A		0	0.00	N/A
269	SAMPL5_002	CHX-I03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.00e+005	1.45e+005	N/A	N/A		0	0.00	N/A
270	SAMPL5_002	CHX-I03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.69e+005	8.75e+004	N/A	N/A		0	0.00	N/A
271	SAMPL5_002	PBS-A03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	3.29e+005	1.52e+005	N/A	N/A		0	0.00	N/A
272	SAMPL5_002	PBS-A03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.50e+005	7.23e+004	N/A	N/A		0	0.00	N/A
273	SAMPL5_002	PBS-A03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	3.78e+005	1.76e+005	N/A	N/A		0	0.00	N/A
274	SAMPL5_002	PBS-I03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.87e+005	1.33e+005	N/A	N/A		0	0.00	N/A
275	SAMPL5_002	PBS-I03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.59e+005	7.37e+004	N/A	N/A		0	0.00	N/A
276	SAMPL5_002	PBS-I03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	7.28e+004	3.35e+004	N/A	N/A		0	0.00	N/A
277	SAMPL5_007	CHX-H01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	7.15e+004	3.85e+004	N/A	N/A		0	0.00	N/A
278	SAMPL5_007	CHX-H01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	5.71e+004	3.12e+004	N/A	N/A		0	0.00	N/A
279	SAMPL5_007	CHX-H01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.05e+004	2.26e+004	N/A	N/A		0	0.00	N/A
280	SAMPL5_007	CHX-P01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	7.62e+004	4.41e+004	N/A	N/A		0	0.00	N/A
281	SAMPL5_007	CHX-P01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	5.42e+004	3.18e+004	N/A	N/A		0	0.00	N/A
282	SAMPL5_007	CHX-P01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	4.04e+004	2.43e+004	N/A	N/A		0	0.00	N/A
283	SAMPL5_007	PBS-H01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	6.19e+004	3.39e+004	N/A	N/A		0	0.00	N/A
284	SAMPL5_007	PBS-H01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.58e+004	2.07e+004	N/A	N/A		0	0.00	N/A
285	SAMPL5_007	PBS-H01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.61e+004	1.47e+004	N/A	N/A		0	0.00	N/A
286	SAMPL5_007	PBS-P01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	7.85e+004	4.44e+004	N/A	N/A		0	0.00	N/A
287	SAMPL5_007	PBS-P01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	5.07e+004	2.79e+004	N/A	N/A		0	0.00	N/A
288	SAMPL5_007	PBS-P01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	3.55e+004	2.05e+004	N/A	N/A		0	0.00	N/A
289	SAMPL5_004	CHX-B04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.35e+005	7.52e+004	N/A	N/A		0	0.00	N/A
290	SAMPL5_004	CHX-B04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.22e+005	6.84e+004	N/A	N/A		0	0.00	N/A
291	SAMPL5_004	CHX-B04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	8.31e+004	4.48e+004	N/A	N/A		0	0.00	N/A
292	SAMPL5_004	CHX-J04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.37e+005	7.08e+004	N/A	N/A		0	0.00	N/A
293	SAMPL5_004	CHX-J04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.21e+005	6.32e+004	N/A	N/A		0	0.00	N/A
294	SAMPL5_004	CHX-J04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	8.54e+004	4.74e+004	N/A	N/A		0	0.00	N/A
295	SAMPL5_004	PBS-B04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	2.04e+004	1.09e+004	N/A	N/A		0	0.00	N/A
296	SAMPL5_004	PBS-B04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.29e+004	6.83e+003	N/A	N/A		0	0.00	N/A
297	SAMPL5_004	PBS-B04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	7.61e+003	4.45e+003	N/A	N/A		0	0.00	N/A
298	SAMPL5_004	PBS-J04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.48e+004	1.38e+004	N/A	N/A		0	0.00	N/A
299	SAMPL5_004	PBS-J04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.63e+004	9.23e+003	N/A	N/A		0	0.00	N/A
300	SAMPL5_004	PBS-J04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	7.89e+003	4.35e+003	N/A	N/A		0	0.00	N/A
301	SAMPL5_012	CHX-E01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	2.06e+002	8.74e+001	N/A	N/A		1	0.00	N/A
302	SAMPL5_012	CHX-E01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	9.02e+001	7.42e+001	N/A	N/A		0	0.00	N/A
303	SAMPL5_012	CHX-E01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.17e+002	4.83e+001	N/A	N/A		1	0.00	N/A
304	SAMPL5_012	CHX-M01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.09e+002	6.66e+001	N/A	N/A		0	0.00	N/A
305	SAMPL5_012	CHX-M01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.14e+002	8.00e+001	N/A	N/A		0	0.00	N/A
306	SAMPL5_012	CHX-M01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.25e+001	5.46e+001	N/A	N/A		0	0.00	N/A
307	SAMPL5_012	PBS-E01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	5.50e+002	2.96e+002	N/A	N/A		0	0.00	N/A
308	SAMPL5_012	PBS-E01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	2.94e+002	1.90e+002	N/A	N/A		0	0.00	N/A
309	SAMPL5_012	PBS-E01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.86e+002	9.88e+001	N/A	N/A		0	0.00	N/A
310	SAMPL5_012	PBS-M01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	4.53e+002	2.14e+002	N/A	N/A		1	0.00	N/A
