# Second set of samples for SAMPL_086 (STD-32) manually renamed to be repeat 03 and 04
	Sample Name	Sample ID	Sample Type	File Name	Analyte Peak Area (counts)	Analyte Peak Height (cps)	Analyte Concentration (ng/mL)	Standard Query Status	Use Record	Record Modified	Calculated Concentration (ng/mL)	Accuracy (%)
164	SAMPL5_078	PBS-F02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	5.73e+005	3.03e+005	N/A	N/A		0	0.00	N/A
165	SAMPL5_078	PBS-F02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	5.24e+005	2.62e+005	N/A	N/A		0	0.00	N/A
166	SAMPL5_078	PBS-N02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	7.01e+005	3.58e+005	N/A	N/A		0	0.00	N/A
167	SAMPL5_078	PBS-N02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.86e+005	2.46e+005	N/A	N/A		0	0.00	N/A
168	SAMPL5_078	PBS-N02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	8.59e+005	4.37e+005	N/A	N/A		0	0.00	N/A
169	SAMPL5_079	CHX-G02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	8.40e+000	1.35e+001	N/A	N/A		1	0.00	N/A
170	SAMPL5_079	CHX-G02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	7.00e-001	3.33e+000	N/A	N/A		1	0.00	N/A
171	SAMPL5_079	CHX-G02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	8.41e+000	1.04e+001	N/A	N/A		0	0.00	N/A
172	SAMPL5_079	CHX-O02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.20e+000	7.50e+000	N/A	N/A		1	0.00	N/A
173	SAMPL5_079	CHX-O02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	7.00e-001	3.33e+000	N/A	N/A		1	0.00	N/A
174	SAMPL5_079	CHX-O02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.15e+000	6.25e+000	N/A	N/A		1	0.00	N/A
175	SAMPL5_079	PBS-G02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.55e+005	1.28e+005	N/A	N/A		0	0.00	N/A
176	SAMPL5_079	PBS-G02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.94e+005	1.02e+005	N/A	N/A		0	0.00	N/A
177	SAMPL5_079	PBS-G02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.17e+005	5.88e+004	N/A	N/A		0	0.00	N/A
178	SAMPL5_079	PBS-O02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.75e+005	1.29e+005	N/A	N/A		0	0.00	N/A
179	SAMPL5_079	PBS-O02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.64e+005	8.83e+004	N/A	N/A		0	0.00	N/A
180	SAMPL5_079	PBS-O02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.42e+005	1.14e+005	N/A	N/A		0	0.00	N/A
181	SAMPL5_080	CHX-H02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	7.23e+002	3.06e+002	N/A	N/A		1	0.00	N/A
182	SAMPL5_080	CHX-H02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.67e+002	1.61e+002	N/A	N/A		1	0.00	N/A
183	SAMPL5_080	CHX-H02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	4.87e+002	1.88e+002	N/A	N/A		1	0.00	N/A
184	SAMPL5_080	CHX-P02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	5.52e+002	2.86e+002	N/A	N/A		1	0.00	N/A
185	SAMPL5_080	CHX-P02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.40e+002	1.97e+002	N/A	N/A		1	0.00	N/A
186	SAMPL5_080	CHX-P02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	4.21e+002	1.87e+002	N/A	N/A		1	0.00	N/A
187	SAMPL5_080	PBS-H02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.08e+006	1.10e+006	N/A	N/A		0	0.00	N/A
188	SAMPL5_080	PBS-H02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.36e+006	7.46e+005	N/A	N/A		0	0.00	N/A
189	SAMPL5_080	PBS-H02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.08e+006	1.15e+006	N/A	N/A		0	0.00	N/A
190	SAMPL5_080	PBS-P02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.18e+006	6.69e+005	N/A	N/A		0	0.00	N/A
191	SAMPL5_080	PBS-P02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	9.87e+005	4.64e+005	N/A	N/A		0	0.00	N/A
192	SAMPL5_080	PBS-P02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.32e+006	5.67e+005	N/A	N/A		0	0.00	N/A
193	SAMPL5_081	CHX-A03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.02e+002	5.18e+001	N/A	N/A		1	0.00	N/A
194	SAMPL5_081	CHX-A03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	5.71e+001	3.11e+001	N/A	N/A		1	0.00	N/A
195	SAMPL5_081	CHX-A03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	7.95e+001	4.46e+001	N/A	N/A		1	0.00	N/A
196	SAMPL5_081	CHX-I03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	9.18e+001	4.25e+001	N/A	N/A		1	0.00	N/A
197	SAMPL5_081	CHX-I03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	7.56e+001	4.74e+001	N/A	N/A		1	0.00	N/A
198	SAMPL5_081	CHX-I03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.76e+001	2.85e+001	N/A	N/A		1	0.00	N/A
199	SAMPL5_081	PBS-A03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	3.32e+005	3.19e+005	N/A	N/A		1	0.00	N/A
200	SAMPL5_081	PBS-A03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.07e+005	1.99e+005	N/A	N/A		1	0.00	N/A
201	SAMPL5_081	PBS-A03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.44e+005	1.44e+005	N/A	N/A		1	0.00	N/A
202	SAMPL5_081	PBS-I03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.25e+005	2.80e+005	N/A	N/A		1	0.00	N/A
203	SAMPL5_081	PBS-I03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.74e+005	1.78e+005	N/A	N/A		1	0.00	N/A
204	SAMPL5_081	PBS-I03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.93e+005	1.94e+005	N/A	N/A		1	0.00	N/A
205	SAMPL5_082	CHX-B03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.49e+004	7.19e+003	N/A	N/A		0	0.00	N/A
206	SAMPL5_082	CHX-B03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	6.98e+003	3.30e+003	N/A	N/A		0	0.00	N/A
207	SAMPL5_082	CHX-B03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.29e+004	6.16e+003	N/A	N/A		0	0.00	N/A
208	SAMPL5_082	CHX-J03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.44e+004	7.25e+003	N/A	N/A		0	0.00	N/A
209	SAMPL5_082	CHX-J03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	5.67e+003	2.59e+003	N/A	N/A		0	0.00	N/A
210	SAMPL5_082	CHX-J03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.45e+004	6.56e+003	N/A	N/A		0	0.00	N/A
211	SAMPL5_082	PBS-B03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.24e+003	6.52e+002	N/A	N/A		0	0.00	N/A
212	SAMPL5_082	PBS-B03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.25e+002	2.42e+002	N/A	N/A		0	0.00	N/A
213	SAMPL5_082	PBS-B03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.48e+002	1.78e+002	N/A	N/A		0	0.00	N/A
214	SAMPL5_082	PBS-J03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.48e+003	8.13e+002	N/A	N/A		0	0.00	N/A
215	SAMPL5_082	PBS-J03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	6.85e+002	2.99e+002	N/A	N/A		0	0.00	N/A
216	SAMPL5_082	PBS-J03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	4.61e+002	2.04e+002	N/A	N/A		0	0.00	N/A
217	SAMPL5_083	CHX-C03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.67e+003	7.88e+002	N/A	N/A		0	0.00	N/A
218	SAMPL5_083	CHX-C03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.80e+002	2.74e+002	N/A	N/A		0	0.00	N/A
219	SAMPL5_083	CHX-C03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	8.45e+002	3.73e+002	N/A	N/A		0	0.00	N/A
220	SAMPL5_083	CHX-K03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.71e+003	8.13e+002	N/A	N/A		0	0.00	N/A
221	SAMPL5_083	CHX-K03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.67e+002	1.54e+002	N/A	N/A		0	0.00	N/A
222	SAMPL5_083	CHX-K03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	7.36e+002	3.79e+002	N/A	N/A		0	0.00	N/A
223	SAMPL5_083	PBS-C03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.69e+006	7.50e+005	N/A	N/A		0	0.00	N/A
224	SAMPL5_083	PBS-C03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.27e+006	5.72e+005	N/A	N/A		0	0.00	N/A
225	SAMPL5_083	PBS-C03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.91e+006	8.47e+005	N/A	N/A		0	0.00	N/A
226	SAMPL5_083	PBS-K03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.66e+006	7.47e+005	N/A	N/A		0	0.00	N/A
227	SAMPL5_083	PBS-K03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	8.02e+005	3.86e+005	N/A	N/A		0	0.00	N/A
228	SAMPL5_083	PBS-K03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.61e+006	7.11e+005	N/A	N/A		0	0.00	N/A
229	SAMPL5_084	CHX-D03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	7.34e+003	3.92e+003	N/A	N/A		0	0.00	N/A
230	SAMPL5_084	CHX-D03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.74e+003	2.13e+003	N/A	N/A		0	0.00	N/A
231	SAMPL5_084	CHX-D03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	7.15e+003	3.81e+003	N/A	N/A		0	0.00	N/A
232	SAMPL5_084	CHX-L03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	9.82e+003	5.60e+003	N/A	N/A		0	0.00	N/A
233	SAMPL5_084	CHX-L03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.59e+003	2.37e+003	N/A	N/A		0	0.00	N/A
234	SAMPL5_084	CHX-L03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	8.79e+003	4.85e+003	N/A	N/A		0	0.00	N/A
235	SAMPL5_084	PBS-D03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.42e+005	7.89e+004	N/A	N/A		0	0.00	N/A
236	SAMPL5_084	PBS-D03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	8.80e+004	4.85e+004	N/A	N/A		0	0.00	N/A
237	SAMPL5_084	PBS-D03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.64e+005	8.70e+004	N/A	N/A		0	0.00	N/A
238	SAMPL5_084	PBS-L03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.64e+005	8.85e+004	N/A	N/A		0	0.00	N/A
239	SAMPL5_084	PBS-L03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.04e+005	5.63e+004	N/A	N/A		0	0.00	N/A
240	SAMPL5_084	PBS-L03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.94e+005	1.03e+005	N/A	N/A		0	0.00	N/A
241	SAMPL5_085	CHX-E03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.15e+002	9.89e+001	N/A	N/A		0	0.00	N/A
242	SAMPL5_085	CHX-E03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.96e+001	3.24e+001	N/A	N/A		0	0.00	N/A
243	SAMPL5_085	CHX-E03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	8.18e+001	5.86e+001	N/A	N/A		0	0.00	N/A
244	SAMPL5_085	CHX-M03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.88e+002	1.05e+002	N/A	N/A		0	0.00	N/A
245	SAMPL5_085	CHX-M03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	5.01e+001	4.44e+001	N/A	N/A		0	0.00	N/A
246	SAMPL5_085	CHX-M03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	8.58e+001	5.54e+001	N/A	N/A		0	0.00	N/A
247	SAMPL5_085	PBS-E03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.82e+005	2.31e+005	N/A	N/A		0	0.00	N/A
248	SAMPL5_085	PBS-E03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.73e+005	1.38e+005	N/A	N/A		0	0.00	N/A
249	SAMPL5_085	PBS-E03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.94e+005	2.04e+005	N/A	N/A		0	0.00	N/A
250	SAMPL5_085	PBS-M03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.36e+005	2.13e+005	N/A	N/A		0	0.00	N/A
251	SAMPL5_085	PBS-M03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.41e+005	1.21e+005	N/A	N/A		0	0.00	N/A
252	SAMPL5_085	PBS-M03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.95e+005	1.41e+005	N/A	N/A		0	0.00	N/A
253	SAMPL5_086	CHX-F03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	3.82e+005	2.07e+005	N/A	N/A		0	0.00	N/A
254	SAMPL5_086	CHX-F03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.56e+005	8.19e+004	N/A	N/A		0	0.00	N/A
255	SAMPL5_086	CHX-F03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.05e+005	1.63e+005	N/A	N/A		0	0.00	N/A
256	SAMPL5_086	CHX-N03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.36e+005	2.46e+005	N/A	N/A		0	0.00	N/A
257	SAMPL5_086	CHX-N03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.52e+005	8.24e+004	N/A	N/A		0	0.00	N/A
258	SAMPL5_086	CHX-N03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.60e+005	1.98e+005	N/A	N/A		0	0.00	N/A
259	SAMPL5_086	PBS-F03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.29e+006	7.12e+005	N/A	N/A		0	0.00	N/A
260	SAMPL5_086	PBS-F03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.05e+006	5.58e+005	N/A	N/A		0	0.00	N/A
261	SAMPL5_086	PBS-F03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.31e+006	6.73e+005	N/A	N/A		0	0.00	N/A
262	SAMPL5_086	PBS-N03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.22e+006	6.47e+005	N/A	N/A		0	0.00	N/A
263	SAMPL5_086	PBS-N03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	7.45e+005	4.08e+005	N/A	N/A		0	0.00	N/A
264	SAMPL5_086	PBS-N03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.23e+006	6.23e+005	N/A	N/A		0	0.00	N/A
265	SAMPL5_086	CHX-G03	Unknown	150925-STD-wk39-BAS-03-A-CHXPBS.wiff	3.51e+005	1.96e+005	N/A	N/A		0	0.00	N/A
266	SAMPL5_086	CHX-G03	Unknown	150925-STD-wk39-BAS-03-B-CHXPBS.wiff	1.45e+005	7.85e+004	N/A	N/A		0	0.00	N/A
267	SAMPL5_086	CHX-G03	Unknown	150925-STD-wk39-BAS-03-C-CHXPBS.wiff	3.00e+005	1.64e+005	N/A	N/A		0	0.00	N/A
268	SAMPL5_086	CHX-O03	Unknown	150925-STD-wk39-BAS-04-A-CHXPBS.wiff	4.76e+005	2.66e+005	N/A	N/A		0	0.00	N/A
269	SAMPL5_086	CHX-O03	Unknown	150925-STD-wk39-BAS-04-B-CHXPBS.wiff	1.86e+005	9.87e+004	N/A	N/A		0	0.00	N/A
270	SAMPL5_086	CHX-O03	Unknown	150925-STD-wk39-BAS-04-C-CHXPBS.wiff	3.37e+005	1.82e+005	N/A	N/A		0	0.00	N/A
271	SAMPL5_086	PBS-G03	Unknown	150925-STD-wk39-BAS-03-A-CHXPBS.wiff	1.37e+006	7.44e+005	N/A	N/A		0	0.00	N/A
272	SAMPL5_086	PBS-G03	Unknown	150925-STD-wk39-BAS-03-B-CHXPBS.wiff	1.07e+006	5.57e+005	N/A	N/A		0	0.00	N/A
273	SAMPL5_086	PBS-G03	Unknown	150925-STD-wk39-BAS-03-C-CHXPBS.wiff	1.53e+006	7.75e+005	N/A	N/A		0	0.00	N/A
274	SAMPL5_086	PBS-O03	Unknown	150925-STD-wk39-BAS-04-A-CHXPBS.wiff	1.22e+006	6.67e+005	N/A	N/A		0	0.00	N/A
275	SAMPL5_086	PBS-O03	Unknown	150925-STD-wk39-BAS-04-B-CHXPBS.wiff	9.80e+005	5.26e+005	N/A	N/A		0	0.00	N/A
276	SAMPL5_086	PBS-O03	Unknown	150925-STD-wk39-BAS-04-C-CHXPBS.wiff	1.41e+006	7.36e+005	N/A	N/A		0	0.00	N/A
277	SAMPL5_087	CHX-H03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	6.30e+000	1.08e+001	N/A	N/A		1	0.00	N/A
278	SAMPL5_087	CHX-H03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.20e+000	7.50e+000	N/A	N/A		1	0.00	N/A
279	SAMPL5_087	CHX-H03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	5.60e+000	8.50e+000	N/A	N/A		1	0.00	N/A
280	SAMPL5_087	CHX-P03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.85e+000	7.78e+000	N/A	N/A		1	0.00	N/A
281	SAMPL5_087	CHX-P03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.45e+000	5.00e+000	N/A	N/A		1	0.00	N/A
282	SAMPL5_087	CHX-P03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	8.41e+000	1.35e+001	N/A	N/A		1	0.00	N/A
283	SAMPL5_087	PBS-H03	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.79e+005	1.66e+005	N/A	N/A		0	0.00	N/A
284	SAMPL5_087	PBS-H03	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.66e+005	1.04e+005	N/A	N/A		0	0.00	N/A
285	SAMPL5_087	PBS-H03	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.51e+005	1.45e+005	N/A	N/A		0	0.00	N/A
286	SAMPL5_087	PBS-P03	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.12e+005	1.90e+005	N/A	N/A		0	0.00	N/A
287	SAMPL5_087	PBS-P03	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.72e+005	1.05e+005	N/A	N/A		0	0.00	N/A
288	SAMPL5_087	PBS-P03	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.27e+005	1.24e+005	N/A	N/A		0	0.00	N/A
289	SAMPL5_088	CHX-A04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.29e+003	9.58e+002	N/A	N/A		0	0.00	N/A
290	SAMPL5_088	CHX-A04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	8.66e+002	3.92e+002	N/A	N/A		0	0.00	N/A
291	SAMPL5_088	CHX-A04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.31e+003	4.28e+002	N/A	N/A		0	0.00	N/A
292	SAMPL5_088	CHX-I04	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.59e+003	1.33e+003	N/A	N/A		0	0.00	N/A
293	SAMPL5_088	CHX-I04	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	9.06e+002	5.00e+002	N/A	N/A		0	0.00	N/A
294	SAMPL5_088	CHX-I04	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.23e+003	4.07e+002	N/A	N/A		0	0.00	N/A
295	SAMPL5_088	PBS-A04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.64e+006	8.40e+005	N/A	N/A		0	0.00	N/A
296	SAMPL5_088	PBS-A04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.27e+006	3.91e+005	N/A	N/A		0	0.00	N/A
297	SAMPL5_088	PBS-A04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.37e+006	1.41e+006	N/A	N/A		0	0.00	N/A
298	SAMPL5_088	PBS-I04	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.82e+006	1.06e+006	N/A	N/A		0	0.00	N/A
299	SAMPL5_088	PBS-I04	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.17e+006	9.16e+005	N/A	N/A		0	0.00	N/A
300	SAMPL5_088	PBS-I04	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.08e+006	1.27e+006	N/A	N/A		0	0.00	N/A
301	SAMPL5_089	CHX-B04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.20e+000	7.50e+000	N/A	N/A		1	0.00	N/A
302	SAMPL5_089	CHX-B04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.20e+000	7.50e+000	N/A	N/A		0	0.00	N/A
303	SAMPL5_089	CHX-B04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.86e+000	7.78e+000	N/A	N/A		1	0.00	N/A
304	SAMPL5_089	CHX-J04	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	7.00e-001	3.33e+000	N/A	N/A		1	0.00	N/A
305	SAMPL5_089	CHX-J04	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	5.25e+000	8.75e+000	N/A	N/A		1	0.00	N/A
306	SAMPL5_089	CHX-J04	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	6.31e+000	1.04e+001	N/A	N/A		1	0.00	N/A
307	SAMPL5_089	PBS-B04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	5.80e+003	2.18e+003	N/A	N/A		0	0.00	N/A
308	SAMPL5_089	PBS-B04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	5.00e+003	1.69e+003	N/A	N/A		0	0.00	N/A
309	SAMPL5_089	PBS-B04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.07e+004	3.75e+003	N/A	N/A		0	0.00	N/A
310	SAMPL5_089	PBS-J04	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	5.59e+003	1.98e+003	N/A	N/A		0	0.00	N/A
311	SAMPL5_089	PBS-J04	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.98e+003	1.73e+003	N/A	N/A		0	0.00	N/A
312	SAMPL5_089	PBS-J04	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	9.59e+003	3.15e+003	N/A	N/A		0	0.00	N/A
313	SAMPL5_090	CHX-C04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	5.56e+002	2.89e+002	N/A	N/A		0	0.00	N/A
314	SAMPL5_090	CHX-C04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.38e+002	1.83e+002	N/A	N/A		0	0.00	N/A
315	SAMPL5_090	CHX-C04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	7.37e+002	3.80e+002	N/A	N/A		0	0.00	N/A
316	SAMPL5_090	CHX-K04	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	5.99e+002	3.21e+002	N/A	N/A		0	0.00	N/A
317	SAMPL5_090	CHX-K04	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	3.85e+002	2.37e+002	N/A	N/A		0	0.00	N/A
318	SAMPL5_090	CHX-K04	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	7.96e+002	4.38e+002	N/A	N/A		0	0.00	N/A
319	SAMPL5_090	PBS-C04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.75e+003	8.40e+002	N/A	N/A		0	0.00	N/A
320	SAMPL5_090	PBS-C04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.55e+003	7.92e+002	N/A	N/A		0	0.00	N/A
321	SAMPL5_090	PBS-C04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.59e+003	1.21e+003	N/A	N/A		0	0.00	N/A
322	SAMPL5_090	PBS-K04	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.96e+003	1.01e+003	N/A	N/A		0	0.00	N/A
323	SAMPL5_090	PBS-K04	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.59e+003	7.80e+002	N/A	N/A		0	0.00	N/A
324	SAMPL5_090	PBS-K04	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.51e+003	1.23e+003	N/A	N/A		0	0.00	N/A
325	SAMPL5_091	CHX-D04	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.68e+001	1.67e+001	N/A	N/A		0	0.00	N/A
326	SAMPL5_091	CHX-D04	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	6.30e+000	1.01e+001	N/A	N/A		0	0.00	N/A
327	SAMPL5_091	CHX-D04	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.10e+000	3.75e+000	N/A	N/A		0	0.00	N/A
